Time, Value
13:31:41, 120
13:31:41, 135
13:31:41, 135
13:31:41, 112
13:31:41, 82
13:31:41, 49
13:31:41, 75
13:31:41, 137
13:31:41, 135
13:31:41, 96
13:31:41, 86
13:31:41, 116
13:31:41, 139
13:31:41, 121
13:31:41, 100
13:31:41, 103
13:31:41, 119
13:31:41, 121
13:31:41, 97
13:31:41, 89
13:31:41, 131
13:31:41, 161
13:31:41, 154
13:31:41, 131
13:31:41, 102
13:31:41, 83
13:31:41, 88
13:31:41, 108
13:31:41, 105
13:31:41, 71
13:31:41, 44
13:31:41, 60
13:31:41, 82
13:31:41, 70
13:31:41, 81
13:31:41, 113
13:31:41, 138
13:31:41, 160
13:31:41, 146
13:31:41, 97
13:31:41, 59
13:31:41, 52
13:31:41, 42
13:31:41, 25
13:31:41, 8
13:31:41, 19
13:31:41, 24
13:31:41, 37
13:31:41, 77
13:31:41, 91
13:31:41, 42
13:31:41, 23
13:31:41, 75
13:31:41, 131
13:31:41, 149
13:31:41, 137
13:31:41, 90
13:31:41, 69
13:31:41, 99
13:31:41, 114
13:31:41, 96
13:31:41, 88
13:31:41, 105
13:31:41, 138
13:31:41, 149
13:31:41, 141
13:31:41, 145
13:31:41, 155
13:31:41, 196
13:31:41, 225
13:31:41, 203
13:31:41, 181
13:31:41, 192
13:31:41, 213
13:31:41, 218
13:31:41, 201
13:31:41, 178
13:31:41, 156
13:31:41, 169
13:31:41, 186
13:31:41, 180
13:31:41, 178
13:31:41, 186
13:31:41, 199
13:31:41, 181
13:31:41, 136
13:31:41, 114
13:31:41, 102
13:31:41, 103
13:31:41, 108
13:31:41, 98
13:31:41, 70
13:31:41, 61
13:31:41, 69
13:31:41, 70
13:31:41, 61
13:31:41, 64
13:31:41, 45
13:31:41, 28
13:31:41, 28
13:31:41, 9
13:31:41, -30
13:31:41, -52
13:31:41, -38
13:31:41, -2
13:31:41, 17
13:31:41, -9
13:31:41, -55
13:31:41, -73
13:31:41, -58
13:31:41, -36
13:31:41, -37
13:31:41, -56
13:31:41, -44
13:31:41, -23
13:31:41, -24
13:31:41, -57
13:31:41, -84
13:31:41, -81
