Time, Value
14:03:31, 0
14:03:32, 0
14:03:33, 0
14:03:34, 0
14:03:35, 0
14:03:36, 0
14:03:37, 0
14:03:38, 0
14:03:39, 0
14:03:40, 0
14:03:41, 0
14:03:42, 0
14:03:43, 0
14:03:44, 0
14:03:45, 0
14:03:46, 0
14:03:47, 0
14:03:48, 0
14:03:49, 0
14:03:50, 0
14:03:51, 0
14:03:52, 0
14:03:53, 0
14:03:54, 0
14:03:55, 0
14:03:56, 0
14:03:57, 0
14:03:58, 0
14:03:59, 0
14:04:00, 0
14:04:01, 0
14:04:02, 0
14:04:03, 0
14:04:04, 0
14:04:05, 0
14:04:06, 0
14:04:07, 0
14:04:08, 0
14:04:09, 0
14:04:10, 0
14:04:11, 0
14:04:12, 0
14:04:13, 0
14:04:14, 0
14:04:15, 0
14:04:16, 0
14:04:17, 0
14:04:18, 0
14:04:19, 0
14:04:20, 0
14:04:21, 0
14:04:22, 0
14:04:23, 0
14:04:24, 0
14:04:25, 0
14:04:26, 0
14:04:27, 0
14:04:28, 0
14:04:29, 0
14:04:30, 0
14:04:31, 0
14:04:32, 0
14:04:33, 0
